Overall Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,SalePrice
5,970.0,970,970,2.0,624.0,132500
5,1057.0,1057,1057,2.0,576.0,132000
5,999.0,999,999,1.0,264.0,132500
4,1040.0,1120,1120,2.0,544.0,129000
5,1140.0,1696,1696,1.0,349.0,143900
5,1040.0,1040,1040,2.0,686.0,145000
5,988.0,988,988,2.0,572.0,128500
5,876.0,902,902,1.0,288.0,125500
7,1223.0,1271,2503,2.0,564.0,300000
7,1192.0,1516,2167,2.0,518.0,294000
5,1037.0,1037,1037,2.0,431.0,129000
5,1390.0,1701,1701,2.0,611.0,171000
6,1044.0,1055,1055,2.0,542.0,147000
8,1453.0,1453,2810,2.0,750.0,302000
8,1683.0,2129,2872,2.0,541.0,285000
8,1378.0,1378,1378,2.0,540.0,214000
8,1141.0,1151,1151,2.0,484.0,166000
8,1511.0,1565,1565,2.0,476.0,193800
7,1352.0,1352,1352,2.0,466.0,208900
7,1352.0,1352,1352,2.0,466.0,194000
8,1550.0,1550,1550,2.0,528.0,207500
7,1241.0,1241,1241,2.0,569.0,199900
7,625.0,625,1250,2.0,528.0,164700
6,744.0,757,1501,2.0,440.0,176500
6,729.0,729,1458,2.0,440.0,176000
6,756.0,756,1512,2.0,440.0,168500
6,756.0,769,1573,2.0,440.0,177000
6,756.0,769,1525,2.0,440.0,177000
7,551.0,551,1102,2.0,480.0,148800
8,776.0,764,1441,2.0,492.0,174000
7,975.0,975,1950,2.0,576.0,239000
7,1339.0,1358,1358,2.0,625.0,204000
8,1054.0,1072,2048,2.0,552.0,301000
8,1220.0,1220,2362,2.0,1105.0,312500
8,1494.0,1494,1494,2.0,478.0,279700
7,2002.0,2362,2362,2.0,546.0,255000
5,1360.0,1432,1432,2.0,588.0,194000
5,1437.0,1437,1437,2.0,528.0,218000
8,1057.0,1295,1295,2.0,571.0,213750
6,528.0,1094,1855,2.0,512.0,187000
6,1262.0,1262,1262,2.0,460.0,181500
8,2461.0,2497,2497,2.0,676.0,373000
5,1361.0,1361,2620,2.0,600.0,190000
7,1057.0,1057,1929,2.0,650.0,226000
6,912.0,1152,1152,2.0,412.0,143450
6,1008.0,1403,2411,2.0,570.0,240050
6,973.0,1082,1082,2.0,480.0,162500
6,1295.0,1295,1295,2.0,528.0,164000
7,1124.0,1610,1610,2.0,515.0,185000
7,1594.0,1594,1594,2.0,472.0,188500
7,1148.0,1091,2075,2.0,473.0,255000
5,1680.0,1680,1680,2.0,528.0,136905
6,1093.0,1093,1093,2.0,484.0,158500
7,1242.0,1242,1242,2.0,528.0,175500
6,1052.0,1052,1052,1.0,311.0,127000
5,949.0,1107,1107,1.0,308.0,127000
5,1214.0,1214,1214,1.0,318.0,143000
5,1073.0,1073,1073,2.0,515.0,156000
5,1024.0,1344,1344,1.0,484.0,144000
5,1728.0,1728,1728,1.0,352.0,119000
4,0.0,1224,1224,3.0,530.0,103000
5,978.0,1422,1422,1.0,286.0,139900
6,958.0,958,958,1.0,301.0,151500
5,1065.0,1065,1065,2.0,461.0,126500
6,588.0,1138,1138,1.0,264.0,145000
5,912.0,912,912,1.0,297.0,120000
5,894.0,1074,1074,2.0,396.0,124000
5,0.0,882,882,1.0,294.0,106500
5,864.0,1187,1187,2.0,440.0,140500
5,964.0,964,964,2.0,784.0,137500
5,894.0,894,894,1.0,312.0,117600
7,1174.0,1200,1200,2.0,440.0,163500
6,1042.0,1042,1042,2.0,440.0,161000
6,1302.0,1302,1302,1.0,309.0,158000
6,845.0,845,2154,2.0,539.0,224500
6,1130.0,1374,1374,1.0,286.0,147000
6,1592.0,1652,1652,2.0,510.0,200000
6,1144.0,1429,1429,2.0,572.0,181900
5,1063.0,1327,1327,2.0,624.0,150750
4,0.0,1224,1224,2.0,462.0,101800
6,932.0,932,932,1.0,306.0,124000
5,822.0,908,908,2.0,512.0,138500
1,0.0,334,334,0.0,0.0,39300
3,666.0,666,666,0.0,0.0,64500
3,370.0,442,670,0.0,0.0,64000
5,808.0,808,808,1.0,308.0,112000
6,816.0,1127,1977,2.0,540.0,165000
5,1078.0,1150,1150,1.0,288.0,144000
5,928.0,928,1920,2.0,400.0,137000
5,768.0,968,1376,1.0,240.0,105000
5,728.0,888,1644,1.0,312.0,146500
5,1560.0,1560,1560,3.0,792.0,126000
5,793.0,1280,1280,2.0,432.0,175000
6,1218.0,1254,1254,2.0,525.0,158500
5,912.0,912,912,1.0,275.0,114500
5,874.0,874,1524,1.0,315.0,144000
6,1021.0,1465,2380,2.0,596.0,129000
6,936.0,936,936,1.0,315.0,141000
5,1008.0,1008,1008,1.0,308.0,131000
5,1053.0,1053,1053,2.0,692.0,142100
5,1056.0,1056,1056,1.0,308.0,139000
6,1442.0,1442,1442,1.0,301.0,157900
5,1056.0,1056,1056,1.0,260.0,139400
6,1244.0,1244,1244,1.0,336.0,150000
5,1144.0,1144,1144,1.0,336.0,120000
6,1331.0,1721,1721,2.0,464.0,174850
5,922.0,922,922,1.0,308.0,116000
5,1048.0,1048,1048,1.0,286.0,135000
6,1657.0,1657,1657,2.0,484.0,163500
5,1204.0,1411,1411,1.0,310.0,130000
5,1216.0,1216,1216,1.0,336.0,129500
5,864.0,1154,1154,1.0,336.0,142000
5,1560.0,1560,1560,2.0,484.0,128600
6,948.0,948,948,2.0,410.0,125000
6,1040.0,1040,1040,1.0,293.0,136000
5,1008.0,1008,1008,1.0,240.0,134500
5,925.0,925,925,1.0,252.0,127000
5,384.0,1360,1360,2.0,572.0,130000
4,1190.0,1040,1540,1.0,352.0,115000
5,923.0,925,925,1.0,390.0,116900
5,928.0,928,928,1.0,252.0,132000
4,1105.0,1647,1647,1.0,280.0,153000
5,924.0,924,924,1.0,420.0,112500
4,925.0,1000,1544,0.0,0.0,138000
5,845.0,893,893,2.0,576.0,135000
5,1216.0,1216,1728,1.0,371.0,156000
5,666.0,1308,3086,3.0,1200.0,301600
5,735.0,735,1034,1.0,240.0,109000
4,882.0,882,882,0.0,0.0,103200
4,1151.0,845,1281,2.0,580.0,128500
4,656.0,968,968,1.0,216.0,64500
5,736.0,751,1534,0.0,0.0,148000
5,691.0,691,691,1.0,216.0,86000
7,725.0,1035,1651,1.0,276.0,172000
5,920.0,888,888,1.0,240.0,120000
6,952.0,952,952,1.0,288.0,128500
5,1040.0,1040,2080,2.0,504.0,135000
5,672.0,672,924,2.0,576.0,122900
6,1082.0,1082,1082,1.0,240.0,119200
6,1040.0,1168,1846,1.0,315.0,143000
5,876.0,988,988,1.0,276.0,119000
5,864.0,1238,1238,1.0,357.0,102000
5,864.0,864,864,2.0,720.0,129000
5,1010.0,1134,1134,1.0,254.0,135000
5,1040.0,1040,1040,1.0,286.0,152000
5,1170.0,1170,1170,1.0,338.0,140000
5,1242.0,1242,1242,1.0,324.0,152000
5,1377.0,1377,1377,1.0,351.0,156500
5,1800.0,1800,1800,0.0,0.0,141000
5,0.0,925,925,1.0,300.0,99000
6,822.0,1020,1851,2.0,440.0,187000
5,864.0,876,1812,1.0,264.0,169500
5,864.0,864,864,1.0,294.0,125500
5,896.0,936,936,1.0,288.0,130000
5,850.0,960,960,2.0,576.0,103000
5,264.0,768,1432,2.0,360.0,132000
6,845.0,866,1296,2.0,576.0,127500
5,1022.0,1022,1022,1.0,184.0,89500
5,936.0,936,936,2.0,672.0,140000
5,967.0,967,967,1.0,180.0,99900
4,641.0,1047,1047,1.0,273.0,100000
5,808.0,1072,1072,2.0,379.0,130000
5,680.0,680,1174,2.0,576.0,135000
3,649.0,679,1183,1.0,308.0,120000
4,907.0,1131,1131,2.0,672.0,89471
4,570.0,761,1141,1.0,252.0,85000
4,960.0,960,960,1.0,308.0,108500
4,1075.0,1156,1798,2.0,342.0,137000
5,686.0,866,866,0.0,0.0,110500
5,968.0,968,968,2.0,480.0,100000
8,725.0,909,1772,2.0,816.0,184900
6,728.0,914,1642,1.0,374.0,145000
5,702.0,842,1472,1.0,250.0,125000
5,616.0,616,1232,2.0,480.0,114000
5,662.0,1422,2337,2.0,560.0,90000
6,926.0,991,1650,2.0,468.0,144100
6,1008.0,1178,2210,1.0,205.0,117500
5,687.0,687,1358,1.0,336.0,124500
7,819.0,1312,2454,2.0,576.0,185000
6,1214.0,1260,2291,2.0,506.0,133900
6,1149.0,1149,1616,1.0,216.0,152000
5,1559.0,1559,1559,2.0,812.0,153500
7,718.0,1576,2554,2.0,704.0,159500
5,912.0,912,1248,1.0,160.0,87000
4,0.0,968,968,1.0,331.0,104500
4,0.0,1382,1382,1.0,384.0,110000
5,756.0,916,1060,1.0,308.0,136500
5,910.0,910,1435,1.0,308.0,128250
5,915.0,1167,1167,2.0,495.0,144000
6,1065.0,915,1635,2.0,440.0,210000
5,728.0,728,1274,1.0,224.0,135000
6,600.0,608,1232,1.0,217.0,128000
6,735.0,869,1218,2.0,440.0,131000
5,884.0,884,884,1.0,240.0,113000
6,861.0,861,1409,2.0,528.0,126000
5,672.0,899,1322,1.0,280.0,132000
5,966.0,1014,1426,1.0,230.0,131750
5,756.0,903,1281,2.0,379.0,132500
5,939.0,939,1513,1.0,180.0,137500
7,832.0,854,854,2.0,576.0,132000
6,884.0,959,1367,1.0,560.0,127500
6,960.0,986,986,1.0,180.0,102000
6,1100.0,1100,2264,1.0,408.0,200000
6,764.0,1060,1824,2.0,520.0,180500
6,768.0,752,1376,2.0,576.0,165000
5,750.0,960,1316,2.0,576.0,90000
6,698.0,698,1396,1.0,384.0,153575
7,672.0,672,1344,2.0,456.0,140000
6,714.0,1664,2526,1.0,216.0,136000
5,592.0,933,1173,1.0,240.0,113000
5,969.0,969,1214,1.0,216.0,117000
7,1040.0,1226,1818,1.0,240.0,169500
7,637.0,1108,1108,1.0,280.0,139400
6,741.0,1497,2294,2.0,658.0,202500
6,684.0,773,1355,0.0,0.0,127000
6,780.0,780,1375,1.0,544.0,141000
7,976.0,976,1952,1.0,299.0,212300
6,1138.0,1138,2180,2.0,720.0,161000
4,808.0,838,1315,2.0,436.0,99500
5,530.0,581,1111,1.0,288.0,101000
4,1196.0,1196,1196,2.0,440.0,109900
5,720.0,854,1382,2.0,660.0,128500
7,925.0,964,1889,1.0,308.0,122000
5,672.0,840,840,0.0,0.0,87000
4,771.0,866,1484,1.0,264.0,50000
7,1005.0,1262,2267,2.0,498.0,219000
5,1598.0,1636,3086,0.0,0.0,200500
5,756.0,756,1134,1.0,240.0,126000
5,672.0,778,1282,1.0,240.0,108500
5,925.0,999,999,1.0,308.0,130000
5,1420.0,1452,1452,2.0,572.0,158450
4,1005.0,1005,1005,2.0,440.0,115400
4,1029.0,1029,1029,1.0,261.0,118500
5,980.0,1020,1020,2.0,528.0,165000
5,1040.0,1040,1040,1.0,264.0,123000
6,814.0,913,913,1.0,240.0,129000
5,894.0,894,894,1.0,384.0,125000
5,948.0,948,948,1.0,300.0,108000
5,768.0,868,868,2.0,576.0,119900
5,876.0,897,897,1.0,264.0,115000
5,943.0,943,943,2.0,528.0,134500
5,955.0,955,955,1.0,386.0,127000
5,894.0,894,894,2.0,450.0,129000
6,660.0,1285,1285,2.0,528.0,143500
5,912.0,912,912,1.0,315.0,129000
5,1240.0,1375,1375,1.0,323.0,187000
5,671.0,1567,2654,2.0,638.0,158000
5,816.0,1416,1416,2.0,576.0,112000
7,680.0,798,1302,1.0,224.0,165250
6,967.0,1299,1299,2.0,494.0,150000
5,1158.0,1176,1176,1.0,303.0,137000
4,0.0,998,998,2.0,460.0,89500
7,1643.0,1824,1824,2.0,739.0,302000
6,1190.0,1522,1522,2.0,552.0,182000
6,1151.0,1164,2060,2.0,521.0,211000
5,409.0,1325,1325,2.0,576.0,216000
5,1073.0,1630,1630,2.0,649.0,130000
4,484.0,1242,1242,1.0,336.0,109900
6,1288.0,2422,2422,2.0,527.0,255000
6,1202.0,2158,2158,2.0,576.0,243000
6,988.0,988,1626,1.0,332.0,154000
5,864.0,864,864,1.0,399.0,118000
4,0.0,943,943,1.0,308.0,80000
4,1440.0,1440,1440,0.0,0.0,150000
4,528.0,605,605,0.0,0.0,86000
5,1038.0,1038,1038,1.0,264.0,130000
5,1342.0,1342,1342,1.0,256.0,125000
5,1080.0,1080,1480,1.0,253.0,136500
4,951.0,986,1362,1.0,280.0,96000
5,0.0,1340,1340,1.0,252.0,120000
6,1105.0,1105,1822,2.0,515.0,228500
7,910.0,1442,1442,2.0,719.0,179900
7,700.0,1122,2243,3.0,746.0,225000
7,1502.0,1553,2730,2.0,576.0,301000
7,1104.0,912,2127,3.0,833.0,238000
7,807.0,1175,1982,2.0,575.0,228500
7,779.0,1029,1958,2.0,499.0,220000
7,1264.0,1282,2696,3.0,792.0,383970
8,1466.0,1466,2828,3.0,1052.0,424870
8,1643.0,1651,1651,3.0,870.0,250000
8,2140.0,2140,2140,3.0,894.0,360000
7,1494.0,1494,1494,3.0,840.0,279500
7,1316.0,1316,1316,2.0,440.0,200141
8,1643.0,1651,1651,3.0,870.0,246500
8,1482.0,1482,2574,3.0,868.0,276000
7,1274.0,1274,1274,2.0,508.0,203000
7,728.0,728,1456,2.0,440.0,155835
7,1240.0,1240,1240,3.0,826.0,194000
7,1208.0,1208,1208,2.0,628.0,195400
7,1546.0,1546,1546,3.0,796.0,217000
8,1489.0,1500,1500,2.0,674.0,212999
7,1270.0,1270,1270,2.0,524.0,175900
7,879.0,879,1795,2.0,578.0,191000
6,1314.0,1314,1314,2.0,440.0,176432
7,1157.0,1180,2062,2.0,454.0,277000
7,929.0,946,1873,2.0,619.0,207000
6,1444.0,1444,2144,2.0,389.0,277000
6,1580.0,1079,1953,2.0,501.0,240000
6,832.0,976,2087,2.0,444.0,187500
8,966.0,1743,1743,2.0,529.0,279000
5,1022.0,1022,1022,2.0,747.0,139500
5,990.0,990,990,1.0,299.0,126000
6,1200.0,1200,1200,2.0,521.0,177500
6,635.0,646,1308,2.0,497.0,175000
6,794.0,882,1796,2.0,546.0,211000
5,990.0,990,990,1.0,384.0,146000
5,1097.0,1097,1097,1.0,242.0,147900
4,990.0,990,990,0.0,0.0,123600
6,824.0,905,1786,2.0,684.0,204750
7,988.0,988,1873,2.0,597.0,235500
7,853.0,853,1753,2.0,534.0,217000
7,845.0,845,1690,2.0,517.0,190550
7,985.0,985,1842,2.0,486.0,217500
7,1453.0,1479,1479,2.0,558.0,226000
7,840.0,840,1668,2.0,500.0,180000
5,864.0,894,894,2.0,440.0,131000
5,1015.0,1025,1025,2.0,370.0,153500
5,995.0,1009,1009,2.0,576.0,160000
5,1040.0,1040,1040,2.0,748.0,134900
5,876.0,907,907,1.0,308.0,130000
5,864.0,879,879,2.0,440.0,120000
5,882.0,882,882,2.0,461.0,112500
5,969.0,969,969,2.0,440.0,122000
5,864.0,864,864,2.0,576.0,127000
4,385.0,875,875,2.0,728.0,117000
8,2000.0,2000,2000,3.0,888.0,305900
8,1284.0,1284,2169,2.0,647.0,228500
7,1673.0,1673,1673,2.0,583.0,270000
7,1459.0,1459,1459,2.0,527.0,192000
7,979.0,992,1932,2.0,610.0,213000
7,860.0,860,1729,2.0,542.0,200000
8,1028.0,1210,2452,2.0,683.0,267000
8,1556.0,1592,1592,2.0,484.0,228000
8,1531.0,1531,2439,2.0,560.0,275000
7,860.0,1212,1992,2.0,608.0,211000
9,1626.0,1668,1668,3.0,702.0,285000
8,1220.0,1220,2090,2.0,556.0,240000
6,848.0,848,848,2.0,420.0,131500
8,1341.0,1341,1341,2.0,482.0,246900
7,847.0,847,1928,2.0,434.0,219500
7,1337.0,1337,1337,2.0,531.0,185000
7,738.0,738,1476,2.0,552.0,179400
7,939.0,939,1797,2.0,639.0,213500
7,1422.0,1422,1422,2.0,626.0,179600
7,1169.0,1190,1190,2.0,578.0,173500
6,1330.0,1330,1330,2.0,437.0,167840
7,738.0,738,1491,2.0,484.0,168675
5,768.0,768,1536,2.0,400.0,167000
5,1214.0,1214,1214,2.0,461.0,140000
5,936.0,936,936,1.0,384.0,118500
4,1088.0,1088,1088,2.0,520.0,110000
4,960.0,960,960,1.0,432.0,94750
5,901.0,901,1351,2.0,576.0,122000
6,1179.0,1179,1179,2.0,622.0,110000
6,816.0,816,816,0.0,0.0,118500
6,960.0,1044,1044,2.0,528.0,133500
6,1143.0,1113,1113,1.0,504.0,148000
5,0.0,1100,2233,2.0,579.0,141000
5,1125.0,1125,1125,2.0,430.0,155000
5,1090.0,1090,1090,2.0,450.0,157000
5,734.0,734,1408,2.0,489.0,171500
10,5095.0,5095,5095,3.0,1154.0,183850
10,3138.0,3138,4676,3.0,884.0,184750
6,547.0,1072,1072,2.0,525.0,140000
5,960.0,960,960,1.0,392.0,131750
4,0.0,1152,1152,0.0,0.0,61500
4,864.0,948,948,1.0,248.0,111000
5,1195.0,1195,1195,0.0,0.0,98500
3,544.0,774,774,0.0,0.0,79000
6,660.0,740,865,1.0,216.0,108500
4,894.0,894,894,2.0,400.0,110000
4,560.0,796,1346,1.0,384.0,112000
4,768.0,768,768,1.0,355.0,125000
4,864.0,864,864,2.0,528.0,79275
4,948.0,948,948,1.0,280.0,119000
6,1440.0,1440,3395,0.0,0.0,200000
5,1296.0,1296,2592,0.0,0.0,150000
6,602.0,900,1502,1.0,180.0,165000
5,768.0,789,789,1.0,200.0,96500
5,1290.0,1422,1422,1.0,352.0,136500
6,651.0,759,1298,1.0,240.0,146500
5,731.0,981,1768,1.0,240.0,175000
7,531.0,567,1098,1.0,216.0,148500
6,585.0,851,1436,1.0,228.0,141500
7,912.0,912,1426,1.0,216.0,189950
6,686.0,686,1461,1.0,225.0,135000
7,918.0,918,1646,1.0,240.0,164000
5,440.0,694,694,1.0,352.0,90350
5,661.0,661,1250,2.0,552.0,139000
5,920.0,954,954,1.0,240.0,119750
6,979.0,979,1958,2.0,492.0,145000
5,1001.0,1001,2002,3.0,871.0,145000
7,851.0,867,1718,2.0,264.0,238000
5,0.0,1226,1226,2.0,400.0,153500
6,1370.0,1370,2624,3.0,864.0,239000
8,965.0,1940,3194,2.0,380.0,359100
4,930.0,1230,1755,1.0,231.0,188000
6,854.0,1096,1991,2.0,432.0,220000
5,728.0,760,1355,2.0,528.0,140000
8,853.0,1549,2727,2.0,440.0,315000
6,1028.0,1436,2320,1.0,180.0,259500
6,1477.0,1839,1839,2.0,416.0,257500
7,800.0,960,1740,1.0,240.0,219500
6,1809.0,2259,2259,2.0,450.0,217000
6,1560.0,1560,1560,2.0,580.0,201000
6,1488.0,1488,1488,2.0,552.0,215000
6,516.0,529,1045,2.0,462.0,123900
4,1680.0,1680,1680,2.0,628.0,170000
8,1004.0,1020,1020,2.0,509.0,200000
7,1696.0,1696,1696,2.0,625.0,198000
6,2035.0,2515,2515,2.0,484.0,200624
8,279.0,2726,2726,2.0,691.0,315000
5,793.0,997,1517,0.0,0.0,115000
6,720.0,720,1215,2.0,720.0,141000
5,720.0,803,803,2.0,360.0,87000
5,936.0,936,1601,0.0,0.0,129850
4,732.0,772,1123,1.0,264.0,100000
5,816.0,816,816,1.0,100.0,75200
6,1012.0,1012,1012,1.0,308.0,118400
5,961.0,1077,1077,1.0,338.0,67000
5,910.0,910,1558,1.0,282.0,152000
2,0.0,640,845,1.0,256.0,68104
5,957.0,1034,1991,0.0,0.0,119600
4,1073.0,1073,1073,2.0,720.0,140000
5,837.0,1001,1001,1.0,216.0,124900
8,1573.0,1625,1625,2.0,495.0,375000
8,1573.0,1625,1625,2.0,538.0,235000
6,1001.0,1299,1299,2.0,486.0,183500
6,888.0,912,912,2.0,470.0,156000
6,1084.0,1080,1080,2.0,484.0,134000
5,1441.0,1392,1392,3.0,650.0,215000
7,1409.0,1409,1409,2.0,576.0,245000
7,1454.0,1478,1478,2.0,506.0,210000
7,852.0,918,918,1.0,360.0,148000
6,970.0,1026,1026,2.0,528.0,143000
7,1501.0,1501,1501,2.0,512.0,244000
7,1502.0,1502,1502,1.0,286.0,330000
5,1350.0,1328,1328,1.0,308.0,170000
6,585.0,2279,2279,2.0,461.0,257000
7,1689.0,1689,1689,2.0,433.0,231713
8,1546.0,1564,1564,2.0,502.0,267300
8,1476.0,1484,1484,2.0,472.0,265900
8,1571.0,1571,1571,3.0,722.0,239000
8,1638.0,1646,1646,3.0,870.0,248900
7,1265.0,1240,1240,2.0,528.0,174000
7,1156.0,1187,1717,2.0,400.0,187500
6,872.0,888,1756,2.0,422.0,204000
8,1267.0,1312,1312,2.0,471.0,180500
7,868.0,1146,1146,2.0,438.0,187500
8,1922.0,1922,1922,3.0,692.0,282000
6,1491.0,1491,1491,2.0,571.0,178000
8,1616.0,1629,1629,3.0,808.0,270000
7,1122.0,1146,2486,2.0,452.0,279900
5,1572.0,1572,1572,3.0,995.0,186700
8,1732.0,1776,1776,3.0,712.0,283463
10,1824.0,1824,1824,3.0,932.0,392000
8,1094.0,1133,2482,3.0,642.0,281213
5,1120.0,1120,1120,0.0,0.0,147000
3,0.0,2034,2034,4.0,1041.0,130000
6,920.0,936,936,2.0,460.0,140000
4,1064.0,1040,1040,2.0,648.0,132250
5,1632.0,1632,1632,2.0,576.0,143000
4,1249.0,1622,1622,4.0,1356.0,168000
5,1040.0,1060,1060,2.0,572.0,129900
5,1142.0,1142,1142,2.0,528.0,134000
4,546.0,546,1092,1.0,253.0,85500
4,530.0,530,992,1.0,297.0,106500
4,546.0,546,1092,0.0,0.0,93900
4,546.0,546,1092,1.0,286.0,75000
4,630.0,630,630,0.0,0.0,84500
4,546.0,546,1092,1.0,286.0,75190
6,1029.0,1062,1062,2.0,539.0,146800
5,923.0,1008,1008,2.0,678.0,153500
6,1244.0,1356,1356,2.0,528.0,188000
5,1160.0,1676,1676,2.0,672.0,196000
5,716.0,716,1432,2.0,531.0,157000
5,796.0,796,796,0.0,0.0,138000
5,768.0,768,768,2.0,624.0,129500
4,1396.0,1608,1608,1.0,444.0,80000
4,845.0,845,845,2.0,360.0,129500
5,1090.0,1178,1178,2.0,502.0,135000
5,816.0,816,816,1.0,264.0,124500
5,816.0,816,816,1.0,264.0,139000
5,974.0,974,974,0.0,0.0,93500
5,864.0,887,887,1.0,288.0,124500
6,1178.0,1293,1293,2.0,452.0,149900
6,1008.0,1024,1024,1.0,313.0,157500
5,1617.0,1797,1797,3.0,963.0,169000
6,1705.0,1390,1390,2.0,550.0,252000
7,1851.0,1851,1851,2.0,506.0,192100
6,813.0,813,1525,2.0,400.0,183500
7,964.0,993,2236,2.0,642.0,222000
6,781.0,781,1671,2.0,423.0,170000
6,691.0,691,1498,2.0,409.0,187500
6,821.0,821,1776,2.0,443.0,202000
6,802.0,802,1511,2.0,413.0,185000
7,1392.0,1392,2462,2.0,576.0,320000
7,1670.0,1670,1670,3.0,690.0,240000
8,1074.0,1074,2064,2.0,527.0,250000
8,893.0,901,1801,3.0,800.0,239900
7,1700.0,1700,2212,3.0,773.0,309000
7,868.0,887,2021,2.0,422.0,274725
8,2062.0,2079,2687,2.0,618.0,270000
6,1160.0,1169,1169,2.0,402.0,183500
6,697.0,697,1501,2.0,420.0,165600
7,935.0,955,1632,2.0,462.0,176500
8,1191.0,1204,1204,2.0,461.0,130000
7,1064.0,1064,1767,2.0,504.0,239000
8,1742.0,1742,1742,2.0,564.0,275000
9,1398.0,1414,2798,3.0,670.0,457347
10,1528.0,1528,3390,3.0,758.0,545224
9,1094.0,1102,2473,3.0,675.0,356383
9,1992.0,1992,2868,3.0,716.0,556581
8,1234.0,1264,2576,3.0,666.0,361919
10,1850.0,1850,2698,3.0,736.0,535000
9,1390.0,1390,2795,3.0,660.0,401179
10,1410.0,1426,2945,3.0,641.0,438780
5,0.0,1547,2320,2.0,672.0,169000
5,1056.0,1056,1056,2.0,572.0,145000
9,1714.0,1714,1714,2.0,517.0,318000
8,1814.0,1826,1826,3.0,758.0,319000
9,1910.0,2000,2000,3.0,722.0,470000
7,1208.0,1621,1621,2.0,440.0,202500
7,1204.0,1377,2183,3.0,786.0,229000
7,795.0,1468,2263,2.0,539.0,235000
6,796.0,790,1574,2.0,566.0,190000
6,988.0,1102,1102,2.0,582.0,169000
7,1845.0,1872,1872,2.0,604.0,241500
7,945.0,945,1857,2.0,482.0,188900
6,1686.0,1686,1686,2.0,612.0,207500
7,1392.0,1392,2784,2.0,564.0,250000
6,713.0,811,1552,2.0,434.0,179900
7,1047.0,1083,1083,2.0,596.0,172000
7,960.0,960,2318,2.0,541.0,294323
6,675.0,1109,1875,2.0,485.0,184500
5,1056.0,1074,1074,2.0,495.0,153500
7,832.0,832,1664,2.0,528.0,162900
6,1040.0,1309,1309,2.0,484.0,181000
6,1103.0,1103,1103,2.0,462.0,155000
5,1096.0,1096,1096,1.0,299.0,138800
4,864.0,864,864,1.0,280.0,116050
4,858.0,858,858,0.0,0.0,88000
4,864.0,874,874,2.0,576.0,97500
6,1487.0,1419,1419,2.0,543.0,190000
6,525.0,525,1092,2.0,440.0,105500
5,765.0,765,1365,2.0,440.0,125500
6,483.0,483,987,1.0,264.0,83000
6,494.0,494,1030,1.0,264.0,116000
6,672.0,672,1218,0.0,0.0,91500
6,672.0,672,1218,1.0,264.0,118000
6,483.0,483,948,1.0,264.0,89000
6,525.0,525,1092,1.0,264.0,108000
6,483.0,483,987,1.0,288.0,94500
6,1069.0,1069,1069,2.0,440.0,146300
5,943.0,1387,1387,1.0,300.0,145000
5,864.0,900,900,1.0,288.0,123000
7,1055.0,1055,1055,1.0,319.0,137500
6,855.0,855,1456,2.0,460.0,144000
9,1980.0,1980,1980,3.0,770.0,315000
9,1738.0,1738,2589,3.0,831.0,412083
9,1249.0,1249,2596,3.0,840.0,342643
8,1618.0,1618,1618,3.0,880.0,252000
10,2076.0,2076,2076,3.0,850.0,465000
7,1721.0,1740,1740,3.0,874.0,293000
9,1868.0,1868,1868,3.0,1085.0,415000
9,1833.0,1850,1850,3.0,772.0,326000
8,1158.0,1158,2376,3.0,853.0,325300
8,1117.0,1132,2452,3.0,691.0,309000
9,1090.0,1117,2206,3.0,670.0,300000
8,1030.0,1038,2098,3.0,878.0,275500
9,1606.0,1625,2091,2.0,521.0,338500
9,1175.0,1182,2324,3.0,736.0,345000
8,1209.0,1209,2253,2.0,575.0,344133
8,1054.0,1054,2389,3.0,672.0,298236
8,1524.0,1544,2358,3.0,784.0,329900
9,1896.0,1944,1944,3.0,708.0,360000
8,1085.0,1120,1970,3.0,753.0,281000
9,1792.0,1792,1792,3.0,925.0,372397
9,1780.0,1780,1780,3.0,816.0,378000
9,1792.0,1792,1792,3.0,874.0,374000
9,1848.0,1848,2728,3.0,706.0,437154
8,1058.0,1058,1904,2.0,736.0,275000
8,1420.0,1426,1914,3.0,746.0,279000
7,1364.0,1364,1364,2.0,484.0,185850
9,1560.0,1565,1565,2.0,556.0,282500
7,1368.0,1368,1368,2.0,474.0,202500
7,1368.0,1368,1368,2.0,474.0,202665
9,1686.0,1686,1686,3.0,899.0,332200
9,1666.0,1666,1666,2.0,575.0,310090
7,1405.0,1405,1405,2.0,478.0,171750
6,1316.0,1316,1316,2.0,397.0,169990
6,728.0,728,1456,2.0,390.0,170440
7,738.0,738,1492,2.0,440.0,169985
7,654.0,664,1496,2.0,426.0,179665
7,879.0,879,1863,3.0,660.0,219210
6,1326.0,1326,1326,2.0,427.0,174190
6,728.0,728,1456,2.0,429.0,172785
8,1052.0,1052,2373,3.0,632.0,258000
7,738.0,738,1492,2.0,440.0,185101
7,1220.0,1364,1364,2.0,437.0,210250
7,1374.0,1557,1557,2.0,420.0,234000
8,1273.0,1456,1456,2.0,400.0,215000
7,1368.0,1511,1511,2.0,398.0,246990
7,1375.0,1414,1414,2.0,398.0,178740
7,1365.0,1548,1548,2.0,388.0,225000
7,1248.0,1248,1248,2.0,438.0,167240
7,1142.0,1142,1142,2.0,440.0,156820
7,1362.0,1506,1506,2.0,440.0,213490
